Id,BusinessName,RealCategory,Category,Address,City,State,PostalCode,Country,Phone,Email,Website,Latitude,Longitude,MapsLink,DetailsLink
"ChIJJQHDbs4JxkcRRbIBqYPLB3c","Dentists Practice Amsterdam Brouwersgracht","Dentist","Dentist","Brouwersgracht 234B, 1013 HE Amsterdam, Netherlands","Amsterdam","Noord-Holland","1013 HE","Netherlands","020 398 3131","amsterdam@dentalclinics.nl","https://www.dentalclinics.nl/tandarts/amsterdam-brouwersgracht/","52.3820777","4.886167400000001","https://www.google.com/maps/place/?q=place_id:ChIJJQHDbs4JxkcRRbIBqYPLB3c",""
"ChIJ1f6UwL2HDEARbJoQ_Jy-mC8","Med Estetik ve Güzellik Merkezi siirt","Dentist","Dentist","Bahçelievler, Medine Cd., 56100 Siirt Merkez/Siirt, Türkiye","","Siirt","56100","Türkiye","0541 719 97 16","","https://maps.google.com/?cid=3429700697695754860","37.9335677","41.940764","https://www.google.com/maps/place/?q=place_id:ChIJ1f6UwL2HDEARbJoQ_Jy-mC8",""
"ChIJawOnctuOaUARhDBVR3D1lGE","Çağdaş Ağız Ve Diş Sağlığı Polikliniği","Dentist","Dentist","Cumhuriyet Mahallesi .İnönü Cadddesi AkmarApt No:23/1 Nüfus Müdürlüğü Karşısı, Cumhuriyet, 36000 Kars Merkez/Kars, Türkiye","","Kars","36000","Türkiye","(0474) 223 31 31","info@cagdasdisklinigi.com.tr","https://www.cagdasdisklinigi.com.tr/","40.5992261","43.0953099","https://www.google.com/maps/place/?q=place_id:ChIJawOnctuOaUARhDBVR3D1lGE",""
"ChIJHRH-1-YhLxURfPNoetdTpA0","Dental Klinik Osmaniye","Dentist","Dentist","Rahime Hatun, Rahime Hatun, Mahallesi, dr sadık alkan cad. deveci iş merkezi zemin kat 13, Rahime Hatun, D:C, 80010 Osmaniye Merkez/Osmaniye, Türkiye","","Osmaniye","80010","Türkiye","0545 544 82 82","","https://maps.google.com/?cid=983002803610383228","37.0765601","36.2490404","https://www.google.com/maps/place/?q=place_id:ChIJHRH-1-YhLxURfPNoetdTpA0",""
"ChIJ2Sqq-xNPyxQRWrVl0dxQ1mw","Dentriva Diş Yahyakaptan - İzmit İmplant-İzmit Nöbetçi Diş-İzmit Diş Teli-İzmit Çocuk Diş-İzmit Ortodonti-İzmit Pedodonti","Dentist","Dentist","Yenişehir, Demokrasi Cd. No:49, 41040 İzmit/Kocaeli, Türkiye","","Kocaeli","41040","Türkiye","0533 465 24 72","","http://www.dentrivadis.com/","40.7631734","29.9613925","https://www.google.com/maps/place/?q=place_id:ChIJ2Sqq-xNPyxQRWrVl0dxQ1mw",""
"ChIJDQfT1NcvaEARQUi9AkRQv_g","Diş Hekimi Emrah Bağcı Kliniği","Dentist","Dentist","İnönü, Hastane Cd. No : 7A, 75000 Ardahan Merkez/Ardahan, Türkiye","","Ardahan","75000","Türkiye","(0478) 502 36 75","","https://www.instagram.com/dt.emrahbagci","41.105501","42.6915963","https://www.google.com/maps/place/?q=place_id:ChIJDQfT1NcvaEARQUi9AkRQv_g",""
"ChIJE3X77OMtxBQRrf-TUwB5fhw","DİŞHEKİMİ VEDAT ACAR","Dentist","Dentist","Yeni, ŞEHİT TEĞMEN HALİL DEMİRÖRS SK NO:16 K:2 D:2, 15030 Burdur Merkez/Burdur, Türkiye","","Burdur","15030","Türkiye","0533 449 50 86","","https://maps.google.com/?cid=2053211522436693933","37.7228575","30.293379","https://www.google.com/maps/place/?q=place_id:ChIJE3X77OMtxBQRrf-TUwB5fhw",""
"ChIJFy8xwgUicUARDgUVowiAFPk","Tunceli Agiz ve Dis Sagligi Merkezi","Dentist","Dentist","Moğultay Opr. Dr. Mehmet Karaman Cad. No:28, Moğultay, 62000 Tunceli Merkez/Tunceli, Türkiye","","Tunceli","62000","Türkiye","(0428) 212 65 33","tunceli.adsm@saglik.gov.tr","https://tunceliadsm.saglik.gov.tr/","39.1084127","39.5500365","https://www.google.com/maps/place/?q=place_id:ChIJFy8xwgUicUARDgUVowiAFPk",""
"ChIJ18vjs27DJRURGASbJc_xDGQ","Özel Hatay Dental Park Ağız ve Diş Sağlığı Polikliniği | Antakya","Dentist","Dentist","Subaşı mh çevre yolu cd. No:74/1 Defne, Özel Hatay Dental Park Ağız ve Diş Sağlığı Polikliniği, Subaşı, 31001 Antakya/Hatay, Türkiye","","Hatay","31001","Türkiye","0541 842 82 88","hataydentalpark@gmail.com","https://hataydentalpark.com/","36.1905088","36.119836","https://www.google.com/maps/place/?q=place_id:ChIJ18vjs27DJRURGASbJc_xDGQ",""
"ChIJz6fdOBKN2RQRnQZemRm0P7M","Teknoloji Diş ve Sağlık Merkezi","Dentist","Dentist","Mansurdede, 106. Sk. No: 7, 70200 Karaman Merkez/Karaman, Türkiye","","Karaman","70200","Türkiye","444 8 283","","https://maps.google.com/?cid=12916240278362130077","37.1810664","33.2153485","https://www.google.com/maps/place/?q=place_id:ChIJz6fdOBKN2RQRnQZemRm0P7M",""
"ChIJRbCHSJghLxURvwc8_90qPbQ","Fatoş Gözübenli Diş Kliniği","Dentist","Dentist","Alibeyli, Ahmet Demir Sk. No:31, 80010 Osmaniye Merkez/Osmaniye, Türkiye","","Osmaniye","80010","Türkiye","0544 948 46 14","","https://maps.google.com/?cid=12987584033364641727","37.0693442","36.2481881","https://www.google.com/maps/place/?q=place_id:ChIJRbCHSJghLxURvwc8_90qPbQ",""
"ChIJFZRmqG4hDUARMKU3YCTk09g","Dt. Sertaç Gündoğdu, Diş Hekimi","Dentist","Dentist","EREM İŞ MERKEZİ KAT 2 NO 4, İnönü, 13000 Bitlis Merkez/Bitlis, Türkiye","","Bitlis","13000","Türkiye","","","https://www.doktortakvimi.com/sertac-gundogdu/dis-hekimi/bitlis?utm_source=google&utm_medium=gmb&utm_campaign=245935&utm_content=website","38.400603","42.1095526","https://www.google.com/maps/place/?q=place_id:ChIJFZRmqG4hDUARMKU3YCTk09g",""
"ChIJSdROfggJxkcRo3VuHpBeaxE","Dental365 Amsterdam","Dentist","Dentist","Piet Heinkade 215, 1019 HM Amsterdam, Netherlands","Amsterdam","Noord-Holland","1019 HM","Netherlands","","info@dental365.nl","https://dental365.nl/spoed-tandarts/amsterdam/?utm_source=google&utm_medium=organic&utm_campaign=gbp&utm_content=gbp-website","52.3758539","4.9258479","https://www.google.com/maps/place/?q=place_id:ChIJSdROfggJxkcRo3VuHpBeaxE",""
"ChIJvUPFbBBfbkARtvP-3zJMlXA","ÖZEL KILINÇ AĞIZ & DİŞ SAĞLIĞI POLİKLİNİĞİ - Doc.Dr. Adnan KILINÇ & Dr.Dt. Zekiye KILINÇ","Dentist","Dentist","Muratpaşa Mah. İsmetpaşa Cad. Celal Emeç Apt. No.21.Kat.2, Muratpaşa, 25100 Yakutiye/Erzurum, Türkiye","","Erzurum","25100","Türkiye","0542 502 40 25","info@kilincdentalklinik.com","https://www.kilincdentalklinik.com/","39.9038387","41.2681633","https://www.google.com/maps/place/?q=place_id:ChIJvUPFbBBfbkARtvP-3zJMlXA",""
"ChIJSdROfggJxkcRo3VuHpBeaxE","Dental365 Amsterdam","Dentist","Dentist","Piet Heinkade 215, 1019 HM Amsterdam, Netherlands","Amsterdam","Noord-Holland","1019 HM","Netherlands","","info@dental365.nl","https://dental365.nl/spoed-tandarts/amsterdam/?utm_source=google&utm_medium=organic&utm_campaign=gbp&utm_content=gbp-website","52.3758539","4.9258479","https://www.google.com/maps/place/?q=place_id:ChIJSdROfggJxkcRo3VuHpBeaxE",""
"ChIJPQYts_e1xRQRG8H8d6mq5Nc","Erden Eren - Erem Eren Diş Kliniği","Dentist","Dentist","Pirimehmet, Cumhuriyet Cd, Pirimehmet, 1756. Sk. Şeyh Şamil Apt No:6/21, 32100 Burdur Merkez/Isparta, Türkiye","","Isparta","32100","Türkiye","(0246) 223 53 07","","https://maps.google.com/?cid=15556746657683783963","37.7633749","30.5531409","https://www.google.com/maps/place/?q=place_id:ChIJPQYts_e1xRQRG8H8d6mq5Nc",""
"ChIJv91gEaIjcUARcBYDgw086lk","Munzur Ağız ve Diş Sağlığı Merkezi (Estetik, İmplant ve Diğer Tüm Branşlar)","Dentist","Dentist","Moğultay, Kıbrıs Sk. No:13, 62000 Tunceli Merkez/Tunceli, Türkiye","","Tunceli","62000","Türkiye","","","https://maps.google.com/?cid=6479057042656138864","39.1071207","39.5495988","https://www.google.com/maps/place/?q=place_id:ChIJv91gEaIjcUARcBYDgw086lk",""
"ChIJM0PdI8PfuxQR2GThu_HepWw","Özel Dental Center Ağız ve Diş Sağlığı Polikliniği","Dentist","Dentist","Gazi, Akçay Cd. No:208, 35410 Gaziemir/İzmir, Türkiye","","İzmir","35410","Türkiye","0543 320 15 15","info@dentalcenterizmir.com","https://dentalcenterizmir.com/","38.326969","27.135991","https://www.google.com/maps/place/?q=place_id:ChIJM0PdI8PfuxQR2GThu_HepWw",""
"ChIJH39bjk3DJRUR6XQVtgVL8fM","ANB Dental Ağız ve diş sağlığı polikliniği HATAY ŞUBESİ","Dentist","Dentist","Subaşı, Çevre Yolu, 31000 Defne/Hatay, Türkiye","","Hatay","31000","Türkiye","0534 440 24 95","","https://maps.google.com/?cid=17577913308505535721","36.1818162","36.1205817","https://www.google.com/maps/place/?q=place_id:ChIJH39bjk3DJRUR6XQVtgVL8fM",""
"ChIJpSLh5mAXyhQRbEv3e9BlrGs","Bursa Diş Hekimi Fatih Ay | implant | Gülüş Tasarımı | Dentist","Dentist","Dentist","Barış Mah. Sümer sok. No:2 Kt:4, Barış, D:11, 16140 Ni̇lüfer/Bursa, Türkiye","","Bursa","16140","Türkiye","0552 801 54 54","","https://doctorfatihay.com/","40.2134888","28.9759478","https://www.google.com/maps/place/?q=place_id:ChIJpSLh5mAXyhQRbEv3e9BlrGs",""
"ChIJzz2FVfM_DUARQfyUQOEw3nY","DentCenter Tatvan Ağız ve Diş Sağlığı Polikliniği","Dentist","Dentist","Sahil mahallesi hayri sandıkçı sokak tatvan center iş merkezi, Sahil, no:15 kat:5, 13200 Tatvan/Bitlis, Türkiye","","Bitlis","13200","Türkiye","0552 302 06 13","","http://www.instagram.com/dentcentertatvan","38.4946895","42.2877506","https://www.google.com/maps/place/?q=place_id:ChIJzz2FVfM_DUARQfyUQOEw3nY",""
"ChIJpae91FiN2RQRtayncz2BzsU","Alfa Ağız ve Diş Sağlığı Polikliniği","Dentist","Dentist","Kazım Karabekir Mah, Kazım Karabekir Paşa Cd. No:6\A, 70100 Karaman Merkez/Karaman, Türkiye","","Karaman","70100","Türkiye","(0338) 214 73 72","","https://maps.google.com/?cid=14253471971607555253","37.18634170000001","33.2208048","https://www.google.com/maps/place/?q=place_id:ChIJpae91FiN2RQRtayncz2BzsU",""
"ChIJv2yofMlVeUARTapu3vGRzwE","Dent Bağdat Ağız ve Diş Sağlığı Polikliniği - Sivas Diş Hekimi - Diş Doktoru","Dentist","Dentist","Bağdat Office, Kardeşler, Bağdat Cd. No:29A, 58070 Merkez/Sivas, Türkiye","","Sivas","58070","Türkiye","0507 959 64 10","","https://www.instagram.com/dentbagdatsivas/","39.73343920000001","37.0363432","https://www.google.com/maps/place/?q=place_id:ChIJv2yofMlVeUARTapu3vGRzwE",""
"ChIJxweutA4LxkcRJ0Wp77tXmXY","Dental Clinics Diemen","Dentist","Dentist","Willem Dudokhof 1, 1112 ZA Diemen, Netherlands","Diemen","Noord-Holland","1112 ZA","Netherlands","020 790 0041","diemen@dentalclinics.nl","https://www.dentalclinics.nl/tandarts/diemen/?utm_source=google&utm_medium=organic&utm_campaign=gmb&utm_content=main_button","52.3298483","4.9591708","https://www.google.com/maps/place/?q=place_id:ChIJxweutA4LxkcRJ0Wp77tXmXY",""
"ChIJp1lrsOgjcUARumThYCazdMY","Mürsel Koç Diş Hekimi","Dentist","Dentist","Moğultay mahallesi, Okullar caddesi Aras apartmanı no:19/A PTT üstü - Sinema 62 yanı, Moğultay, 62000 Tunceli Merkez/Tunceli, Türkiye","","Tunceli","62000","Türkiye","0541 110 00 62","","https://maps.google.com/?cid=14300251694223680698","39.1084399","39.5490262","https://www.google.com/maps/place/?q=place_id:ChIJp1lrsOgjcUARumThYCazdMY",""
"ChIJT-LB4UEtxBQRs27EzFhuA-U","Seviye Dental Medikal","Dentist","Dentist","Ağaoğlu apartmanı, Konak, Gazi Cd. no7 kat3, 15000 Burdur Merkez/Burdur, Türkiye","","Burdur","15000","Türkiye","0545 480 89 48","","https://maps.google.com/?cid=16502154787287232179","37.7186208","30.2838386","https://www.google.com/maps/place/?q=place_id:ChIJT-LB4UEtxBQRs27EzFhuA-U",""
"ChIJCS8BPvp_p5MRlhq-QBK8DkQ","Silver Dent Sinop","Dentist","Dentist","R. das Nogueiras, N° 321 - St. Comercial, Sinop - MT, 78550-240, Brazil","","Mato Grosso","78550-240","Brazil","(66) 99942-4000","","https://www.instagram.com/silverdentoficial/","-11.8577648","-55.5011547","https://www.google.com/maps/place/?q=place_id:ChIJCS8BPvp_p5MRlhq-QBK8DkQ",""
"ChIJu-FPTdwJxkcRnIoxcu9zdwo","0900DENTIST & 0900IMPLANT B.V.","Dentist","Dentist","Lijnbaansgracht 162 & 164, 1016 VX Amsterdam, Netherlands","Amsterdam","Noord-Holland","1016 VX","Netherlands","020 472 2041","","https://www.0900dentist.com/","52.37016759999999","4.8778897","https://www.google.com/maps/place/?q=place_id:ChIJu-FPTdwJxkcRnIoxcu9zdwo",""
"ChIJVZEmVZV5iEARD2TywoVOCRA","Uzm. Dt. Ayşe Büşra Şimşek - Samsun Ortodonti Uzmanı - Atakum Ortodonti Uzmanı, Samsun Özel Diş Hekimi, Özel Diş Doktoru","Dentist","Dentist","Cumhuriyet Mahallesi Alparslan Bulvarı Sungur Apt. No:32 Kat:1 Daire:3, Cumhuriyet, 55200 Atakum/Samsun, Türkiye","","Samsun","55200","Türkiye","0532 689 33 93","","https://www.aysebusrasimsek.com/","41.3334762","36.2709572","https://www.google.com/maps/place/?q=place_id:ChIJVZEmVZV5iEARD2TywoVOCRA",""
"ChIJK5gZ86fdLRURgCUAmhssXiU","Maraş Dent","Dentist","Dentist","Hayrullah, Malik Ejder Cd. No:30, 46040 Onikişubat/Kahramanmaraş, Türkiye","","Kahramanmaraş","46040","Türkiye","(0344) 221 73 00","","http://www.marasdent.com/","37.5762761","36.9230364","https://www.google.com/maps/place/?q=place_id:ChIJK5gZ86fdLRURgCUAmhssXiU",""
"ChIJz4bfsjRzcEARHuLRa7dH6Ek","Ebru Boynukalın EDİS - Erzincan Diş Kliniği","Dentist","Dentist","Kızılay, Sultan Melik Cd. No:43 CB, 24000 Erzincan Merkez/Erzincan, Türkiye","","Erzincan","24000","Türkiye","0533 432 96 99","emedissaglik@gmail.com","https://emedissaglik.wixsite.com/ebruedis","39.7452252","39.4841005","https://www.google.com/maps/place/?q=place_id:ChIJz4bfsjRzcEARHuLRa7dH6Ek",""
"ChIJnfRZKbxFyxQRTNQZh9HtuQY","Seçil Acar Ortodonti, Ağız ve Diş Sağlığı Kliniği","Dentist","Dentist","Körfez Mh. Şht. Rafet Karacan Blv, Körfez, Ahmet Ergüneş Sk. Altun iş Merkezi No:21 Kat:2 D:10, 41040 İzmit/Kocaeli, Türkiye","","Kocaeli","41040","Türkiye","0530 303 66 96","","https://www.secilacardis.com/","40.76423010000001","29.9470578","https://www.google.com/maps/place/?q=place_id:ChIJnfRZKbxFyxQRTNQZh9HtuQY",""
"ChIJf-JquH2N2RQRycMR-ARZs9E","Diş Hekimi Erdal ÇİFTÇİ Diş Hekimi Emre ÇETİN. DENT KARAMAN Estetik Diş Hekimliği & İmplantoloji","Dentist","Dentist","Kirişçi, 82. Sk. no:14/A, 70100 Karaman Merkez/Karaman, Türkiye","","Karaman","70100","Türkiye","(0338) 408 01 70","","https://maps.google.com/?cid=15110519052634801097","37.1853697","33.2215631","https://www.google.com/maps/place/?q=place_id:ChIJf-JquH2N2RQRycMR-ARZs9E",""
"ChIJG1__1QslwRQRvDIYnoFZx48","Özel Göldent Ağız ve Diş Sağlığı Polikliniği","Dentist","Dentist","Pazar, Cumhuriyet Cd. Orman İşletme Müdürlüğü Karşısı No:47, 15400 Gölhisar/Burdur, Türkiye","","Burdur","15400","Türkiye","0552 679 89 15","","https://maps.google.com/?cid=10360347881027154620","37.1469435","29.5096213","https://www.google.com/maps/place/?q=place_id:ChIJG1__1QslwRQRvDIYnoFZx48",""
"ChIJOYge-qEjcUARApEWVXB_PFM","DİŞ HEKİMİ HAKAN OMUR","Dentist","Dentist","Moğultay, Sanat Sk., 62000 Tunceli Merkez/Tunceli, Türkiye","","Tunceli","62000","Türkiye","0552 544 81 62","","https://maps.google.com/?cid=5997808924191265026","39.1080434","39.5493417","https://www.google.com/maps/place/?q=place_id:ChIJOYge-qEjcUARApEWVXB_PFM",""
"ChIJ9UsaU2gJxkcRxzxTp2e1gsA","Dental Care East & West","Dentist","Dentist","Linnaeusstraat 28-H, 1092 CK Amsterdam, Netherlands","Amsterdam","Noord-Holland","1092 CK","Netherlands","020 668 1444","","http://dcew.nl/","52.3589961","4.9257597","https://www.google.com/maps/place/?q=place_id:ChIJ9UsaU2gJxkcRxzxTp2e1gsA",""
"ChIJ9UsaU2gJxkcRxzxTp2e1gsA","Dental Care East & West","Dentist","Dentist","Linnaeusstraat 28-H, 1092 CK Amsterdam, Netherlands","Amsterdam","Noord-Holland","1092 CK","Netherlands","020 668 1444","","http://dcew.nl/","52.3589961","4.9257597","https://www.google.com/maps/place/?q=place_id:ChIJ9UsaU2gJxkcRxzxTp2e1gsA",""
"ChIJhfC_gh1tY0ARMsPCRCHVh0o","Diş Hekimi Fatih Dizdar","Dentist","Dentist","Osmaniye Mh Sinema Cd No.7 Giriskat, Osmaniye, 28100 Giresun Merkez/Giresun, Türkiye","","Giresun","28100","Türkiye","(0454) 216 15 15","","http://www.turkeydenthealth.com/","40.9155093","38.3923273","https://www.google.com/maps/place/?q=place_id:ChIJhfC_gh1tY0ARMsPCRCHVh0o",""
"ChIJsejQhrXdLRURKmgznxB_Fgw","Vip Dent Ortodonti Ağız Ve Diş Sağlığı Polikliniği","Dentist","Dentist","Akif İnan Mah. Alparslan Türkeş Blv. Sezgi Apt, Akif İnan, No: 25 B, 46050 Onikişubat/Kahramanmaraş, Türkiye","","Kahramanmaraş","46050","Türkiye","(0344) 215 48 48","","https://maps.google.com/?cid=871023287309920298","37.587435","36.8917233","https://www.google.com/maps/place/?q=place_id:ChIJsejQhrXdLRURKmgznxB_Fgw",""
"ChIJgThi3EmN2RQRZZmZHuV41d0","Diş Hekimi Sefa ÖZKAVAK","Dentist","Dentist","mh, Tahsin Ünal, 2. Sk. Histaş iş merkezi, 70200 Karaman Merkez/Karaman, Türkiye","","Karaman","70200","Türkiye","0552 473 03 10","","https://maps.google.com/?cid=15984815377877670245","37.1822859","33.2190361","https://www.google.com/maps/place/?q=place_id:ChIJgThi3EmN2RQRZZmZHuV41d0",""
"ChIJqcY1R6NPyxQReasm5Ig5eRk","Hospitadent Kocaeli Diş Hastanesi","Dentist","Dentist","Kadıköy, Atatürk Blv. 8/A, 41050 İzmit/Kocaeli, Türkiye","","Kocaeli","41050","Türkiye","(0262) 610 11 10","","http://www.hospitadent.com/","40.7654325","29.9435621","https://www.google.com/maps/place/?q=place_id:ChIJqcY1R6NPyxQReasm5Ig5eRk",""
"ChIJ8dUdv7DjxUcR-TENHI1lIcE","Dental Center Amsterdam","Dentist","Dentist","Troelstralaan 301, 1067 MX Amsterdam, Netherlands","Amsterdam","Noord-Holland","1067 MX","Netherlands","020 613 4252","","https://www.dental-center.nl/","52.37485419999999","4.8013356","https://www.google.com/maps/place/?q=place_id:ChIJ8dUdv7DjxUcR-TENHI1lIcE",""
"ChIJhXOzegYicUARDS4F-pNIDtU","Sevgi Dis Klinigi","Dentist","Dentist","Moğultay, Kıbrıs Sk. No:11/A, 62000 Tunceli Merkez/Tunceli, Türkiye","","Tunceli","62000","Türkiye","(0428) 212 55 12","","https://maps.google.com/?cid=15352287980144635405","39.1070873","39.5497406","https://www.google.com/maps/place/?q=place_id:ChIJhXOzegYicUARDS4F-pNIDtU",""
"ChIJ2WzqetIhLxUR4MPFrdOcuwQ","Uzman Dİşhekimi Ural KARADUMAN Diş Kliniği","Dentist","Dentist","Mahallesi, Hacı Osmanlı, Akyar Cd. No:99 D:101, 80100 Osmaniye Merkez/Osmaniye, Türkiye","","Osmaniye","80100","Türkiye","0545 545 66 80","","http://www.uralkaraduman.com/","37.071129","36.252827","https://www.google.com/maps/place/?q=place_id:ChIJ2WzqetIhLxUR4MPFrdOcuwQ",""
"ChIJb_M-9qFwgEAR9xTsv5srr0Y","special dental hacettepe","Dentist","Dentist","Lise Caddesi Atalay İş Merkezi, Aşağınohutlu, Lise Cd. Kat:3 Daire 14, 66100 Yozgat Merkez/Yozgat, Türkiye","","Yozgat","66100","Türkiye","0544 217 68 98","","https://hacettepedis.com/","39.8225302","34.8093812","https://www.google.com/maps/place/?q=place_id:ChIJb_M-9qFwgEAR9xTsv5srr0Y",""
"ChIJ5ahZSSxtY0ARczL-jBtoM0c","Dt. Osman Özsoy Diş Hekimi Muayenehanesi","Dentist","Dentist","Çınarlar, Gazi Cd. No:113 kat:1, 28100 Giresun Merkez/Giresun, Türkiye","","Giresun","28100","Türkiye","(0454) 216 24 01","","https://maps.google.com/?cid=5130558868044001907","40.9163813","38.3898138","https://www.google.com/maps/place/?q=place_id:ChIJ5ahZSSxtY0ARczL-jBtoM0c",""
"ChIJu-FPTdwJxkcRnIoxcu9zdwo","0900DENTIST & 0900IMPLANT B.V.","Dentist","Dentist","Lijnbaansgracht 162 & 164, 1016 VX Amsterdam, Netherlands","Amsterdam","Noord-Holland","1016 VX","Netherlands","020 472 2041","","https://www.0900dentist.com/","52.37016759999999","4.8778897","https://www.google.com/maps/place/?q=place_id:ChIJu-FPTdwJxkcRnIoxcu9zdwo",""
"ChIJi0_umuGN2RQRXqfzCM8sV6U","dent70 ağız ve diş sağlığı polikliniği","Dentist","Dentist","Nefise Sultan, 1. İstasyon Cd. No:72, 70100 Karaman Merkez/Karaman, Türkiye","","Karaman","70100","Türkiye","(0338) 213 00 70","","https://maps.google.com/?cid=11914040606951974750","37.1897086","33.2145763","https://www.google.com/maps/place/?q=place_id:ChIJi0_umuGN2RQRXqfzCM8sV6U",""
"ChIJm0__GMMhwRQRKSSOyQ9ZUQg","Özel İbrahim Özkan ADSP","Dentist","Dentist","Özel İbrahim ÖZKAN Ağız ve Diş Sağlığı Polikliniği, Fatih, Cumhuriyet Cd. No: 94/1, 15400 Gölhisar/Burdur, Türkiye","","Burdur","15400","Türkiye","(0248) 411 39 69","dishekimi@dtibrahimozkan.com","http://www.dtibrahimozkan.com/","37.1428269","29.5077233","https://www.google.com/maps/place/?q=place_id:ChIJm0__GMMhwRQRKSSOyQ9ZUQg",""
"ChIJ8dUdv7DjxUcR-TENHI1lIcE","Dental Center Amsterdam","Dentist","Dentist","Troelstralaan 301, 1067 MX Amsterdam, Netherlands","Amsterdam","Noord-Holland","1067 MX","Netherlands","020 613 4252","","https://www.dental-center.nl/","52.37485419999999","4.8013356","https://www.google.com/maps/place/?q=place_id:ChIJ8dUdv7DjxUcR-TENHI1lIcE",""
"ChIJxQHb68shLxURIPkqHWeIZZU","Mutlu Dent","Dentist","Dentist","Yediocak mahallesi Devlet Bahçeli Bulvarı 3. Etap Karataş konakları B blok No:10, Yedi Ocak, 80010 Osmaniye Merkez/Osmaniye, Türkiye","","Osmaniye","80010","Türkiye","0541 227 80 80","","https://maps.google.com/?cid=10765160460751403296","37.0681692","36.2485613","https://www.google.com/maps/place/?q=place_id:ChIJxQHb68shLxURIPkqHWeIZZU",""
"ChIJrRceL6jdLRURMXY6zETV53E","CİTY DENT Ağız ve Diş Sağlığı Polikliniği","Dentist","Dentist","Haydar Bey, Barbaros Cd. Kanuni Sitesi A Blok Altı 19/A, 46050 Onikişubat/Kahramanmaraş, Türkiye","","Kahramanmaraş","46050","Türkiye","0532 456 64 46","","https://instagram.com/citydentkahramanmaras","37.5884414","36.8693688","https://www.google.com/maps/place/?q=place_id:ChIJrRceL6jdLRURMXY6zETV53E",""
"ChIJ3XRv2t-awxQRG92l0hhRGjY","Global Dental Center","Dentist","Dentist","Fener, Bülent Ecevit Blv. No:47B, 07160 Muratpaşa/Antalya, Türkiye","","Antalya","07160","Türkiye","0543 505 77 00","","http://www.globaldentalcenterturkey.com/","36.8579701","30.7552464","https://www.google.com/maps/place/?q=place_id:ChIJ3XRv2t-awxQRG92l0hhRGjY",""
"ChIJ7RsIwlEIxkcRAz6FXsicnHA","Dental Care Dentistry","Dentist","Dentist","Kamperfoelieweg 9, 1032 HD Amsterdam, Netherlands","Amsterdam","Noord-Holland","1032 HD","Netherlands","020 632 0728","vragen@dentalzorg.nl","https://www.dentalzorg.nl/","52.393914","4.913851","https://www.google.com/maps/place/?q=place_id:ChIJ7RsIwlEIxkcRAz6FXsicnHA",""
"ChIJNXQAUSQsxBQRvSr6NEENYf8","Di̇ş Heki̇mi̇ İbrahi̇m Canigür","Dentist","Dentist","Çeşmedamı, Cumhuriyet Cd., 15200 Burdur Merkez/Burdur, Türkiye","","Burdur","15200","Türkiye","","","https://maps.google.com/?cid=18402004126125402813","37.7177193","30.2824644","https://www.google.com/maps/place/?q=place_id:ChIJNXQAUSQsxBQRvSr6NEENYf8",""
"ChIJ899w4TqduRQRcN3OSu1OqlQ","Dent Plus Ağız ve Diş Sağlığı Polikliniği","Dentist","Dentist","75. Yıl, Vali Azizbey Cd. No: 64/1, 45030 Yunusemre/Manisa, Türkiye","","Manisa","45030","Türkiye","0552 529 05 90","info@dentsplus.com.tr","https://dentsplus.com.tr/","38.61459060000001","27.383327","https://www.google.com/maps/place/?q=place_id:ChIJ899w4TqduRQRcN3OSu1OqlQ",""
"ChIJWdliiZBxgEARXwGFhdKqvno","Yozgat Özel Bozok Diş Kliniği","Dentist","Dentist","Karatepe Mahallesi Hoca Ahmet Yesevi Caddesi Eser Akbay Sitesi A Blok 37, Karatepe, D:4, 66100 Yozgat Merkez/Yozgat, Türkiye","","Yozgat","66100","Türkiye","(0354) 333 47 77","","https://maps.google.com/?cid=8844694539362173279","39.8251438","34.8181753","https://www.google.com/maps/place/?q=place_id:ChIJWdliiZBxgEARXwGFhdKqvno",""
"ChIJQ6RxwOttY0AREQlpEixyypQ","Diş hekimi Murat Yılmaz","Dentist","Dentist","Fatih optik üstü, Çınarlar, Gazi Cd. No:113 kat 2, 28100 Giresun Merkez/Giresun, Türkiye","","Giresun","28100","Türkiye","0539 963 38 28","","https://maps.google.com/?cid=10721507396521888017","40.9164768","38.3896077","https://www.google.com/maps/place/?q=place_id:ChIJQ6RxwOttY0AREQlpEixyypQ",""
"ChIJi4qsrJ59nEAR-hq0SAgojw4","Diş Hekimi Rümeysa Atlı","Dentist","Dentist","Mithatpaşa Mahallesi Alemdar Sokak Ömer Yeğen İş Hanı, Mithatpaşa, No:6 Kat:4, 67000 Zonguldak Merkez/Zonguldak, Türkiye","","Zonguldak","67000","Türkiye","0533 668 22 67","","https://www.doktorsitesi.com/dt-rumeysa-atli/dis-hekimi/zonguldak","41.4520782","31.7900161","https://www.google.com/maps/place/?q=place_id:ChIJi4qsrJ59nEAR-hq0SAgojw4",""
